season,gameweek,name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,fixture,goals_conceded,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,selected,total_points,transfers_balance,transfers_in,transfers_out,value,yellow_cards,expected_assists,expected_goals_conceded,starts,future_points
2022-23,1,Aaron Ramsdale,GK,Arsenal,3.6,0,0,25,1,0.0,1,0,1.9,19.0,2022-08-05T19:00:00Z,90,7,0,0,2,1128297,6,0,0,0,50,0,0.0,0.0,0.0,1.0
2022-23,1,Adrián San Miguel del Castillo,GK,Liverpool,2.5,0,0,0,0,0.0,4,0,0.0,0.0,2022-08-06T11:30:00Z,0,9,0,0,0,62020,0,0,0,0,40,0,0.0,0.0,0.0,0.0
2022-23,1,Alex McCarthy,GK,Southampton,1.7,0,0,0,0,0.0,8,0,0.0,0.0,2022-08-06T14:00:00Z,0,18,0,0,0,25036,0,0,0,0,45,0,0.0,0.0,0.0,0.0
2022-23,1,Alisson Ramses Becker,GK,Liverpool,5.5,0,0,11,0,0.0,4,2,0.8,8.2,2022-08-06T11:30:00Z,90,9,0,0,1,1567712,1,0,0,0,55,0,0.0,0.0,0.0,2.0
2022-23,1,Alphonse Areola,GK,West Ham,1.2,0,0,2,0,0.0,10,2,0.0,0.0,2022-08-07T15:30:00Z,61,13,0,0,0,109416,1,0,0,0,45,0,0.0,0.0,0.0,0.0
2022-23,1,Asmir Begović,GK,Everton,0.4,0,0,0,0,0.0,3,0,0.0,0.0,2022-08-06T16:30:00Z,0,6,0,0,0,45783,0,0,0,0,40,0,0.0,0.0,0.0,0.0
2022-23,1,Bernd Leno,GK,Fulham,0.7,0,0,0,0,0.0,4,0,0.0,0.0,2022-08-06T11:30:00Z,0,12,0,0,0,116351,0,0,0,0,45,0,0.0,0.0,0.0,0.0
2022-23,1,Brandon Austin,GK,Spurs,1.5,0,0,0,0,0.0,8,0,0.0,0.0,2022-08-06T14:00:00Z,0,17,0,0,0,27621,0,0,0,0,40,0,0.0,0.0,0.0,0.0
2022-23,1,Brice Samba,GK,Nott'm Forest,0.0,0,0,0,0,0.0,7,0,0.0,0.0,2022-08-06T14:00:00Z,0,15,0,0,0,345,0,0,0,0,45,0,0.0,0.0,0.0,0.0
2022-23,1,Caoimhin Kelleher,GK,Liverpool,0.0,0,0,0,0,0.0,4,0,0.0,0.0,2022-08-06T11:30:00Z,0,9,0,0,0,20766,0,0,0,0,40,0,0.0,0.0,0.0,0.0
2022-23,1,Daniel Iversen,GK,Leicester,1.0,0,0,0,0,0.0,6,0,0.0,0.0,2022-08-07T13:00:00Z,0,4,0,0,0,248388,0,0,0,0,40,0,0.0,0.0,0.0,0.0
2022-23,1,Danny Ward,GK,Leicester,1.0,0,0,11,0,0.0,6,2,1.0,9.8,2022-08-07T13:00:00Z,90,4,0,0,1,1983925,1,0,0,0,40,0,0.0,0.0,0.0,1.0
2022-23,1,Darren Randolph,GK,West Ham,0.0,0,0,0,0,0.0,10,0,0.0,0.0,2022-08-07T15:30:00Z,0,13,0,0,0,0,0,0,0,0,40,0,0.0,0.0,0.0,0.0
2022-23,1,David De Gea Quintana,GK,Man Utd,3.6,0,0,11,0,0.0,9,2,2.1,20.8,2022-08-07T13:00:00Z,90,5,0,0,2,602310,1,0,0,0,50,0,0.0,0.0,0.0,1.0
2022-23,1,David Raya Martin,GK,Brentford,2.2,0,0,15,0,0.0,6,2,2.0,19.8,2022-08-07T13:00:00Z,90,10,0,0,3,495719,2,0,0,0,45,0,0.0,0.0,0.0,7.0
2022-23,1,Dean Henderson,GK,Nott'm Forest,1.7,0,0,26,0,0.0,7,2,4.8,48.0,2022-08-06T14:00:00Z,90,15,0,0,7,434219,3,0,0,0,45,0,0.0,0.0,0.0,14.0
2022-23,1,Ederson Santana de Moraes,GK,Man City,5.0,0,1,26,1,0.0,10,0,1.4,14.4,2022-08-07T15:30:00Z,90,19,0,0,1,1240294,7,0,0,0,55,0,0.0,0.0,0.0,6.0
2022-23,1,Edouard Mendy,GK,Chelsea,3.6,0,0,28,1,0.0,3,0,2.8,27.8,2022-08-06T16:30:00Z,90,8,0,0,3,1595369,7,0,0,0,50,0,0.0,0.0,0.0,1.0
2022-23,1,Ellery Balcombe,GK,Brentford,0.0,0,0,0,0,0.0,6,0,0.0,0.0,2022-08-07T13:00:00Z,0,10,0,0,0,15896,0,0,0,0,40,0,0.0,0.0,0.0,0.0
2022-23,1,Emiliano Martínez Romero,GK,Aston Villa,3.6,0,0,10,0,0.0,2,2,0.9,9.2,2022-08-06T14:00:00Z,90,3,0,0,1,476293,1,0,0,0,50,0,0.0,0.0,0.0,3.0
2022-23,1,Fraser Forster,GK,Spurs,1.5,0,0,0,0,0.0,8,0,0.0,0.0,2022-08-06T14:00:00Z,0,17,0,0,0,525074,0,0,0,0,40,0,0.0,0.0,0.0,0.0
2022-23,1,Gavin Bazunu,GK,Southampton,1.7,0,0,20,0,0.0,8,4,3.4,33.6,2022-08-06T14:00:00Z,90,18,0,0,5,57701,1,0,0,0,45,0,0.0,0.0,0.0,2.0
2022-23,1,Hugo Lloris,GK,Spurs,4.5,0,0,10,0,0.0,8,1,1.1,10.8,2022-08-06T14:00:00Z,90,17,0,0,1,379701,2,0,0,0,55,0,0.0,0.0,0.0,1.0
2022-23,1,Illan Meslier,GK,Leeds,1.7,0,0,19,0,0.0,5,1,3.9,38.8,2022-08-06T14:00:00Z,90,20,0,0,5,204130,3,0,0,0,45,0,0.0,0.0,0.0,1.0
2022-23,1,Jack Butland,GK,Crystal Palace,0.4,0,0,0,0,0.0,1,0,0.0,0.0,2022-08-05T19:00:00Z,0,1,0,0,0,11149,0,0,0,0,45,0,0.0,0.0,0.0,0.0
2022-23,1,Jackson Smith,GK,Wolves,1.5,0,0,0,0,0.0,5,0,0.0,0.0,2022-08-06T14:00:00Z,0,11,0,0,0,37958,0,0,0,0,40,0,0.0,0.0,0.0,0.0
2022-23,1,Jason Steele,GK,Brighton,0.5,0,0,0,0,0.0,9,0,0.0,0.0,2022-08-07T13:00:00Z,0,14,0,0,0,75605,0,0,0,0,40,0,0.0,0.0,0.0,0.0
2022-23,1,Jordan Pickford,GK,Everton,1.7,0,0,20,0,0.0,3,1,3.5,35.0,2022-08-06T16:30:00Z,90,6,0,0,5,423510,3,0,0,0,45,0,0.0,0.0,0.0,1.0
2022-23,1,José Malheiro de Sá,GK,Wolves,3.6,0,0,17,0,0.0,5,2,2.4,24.0,2022-08-06T14:00:00Z,90,11,0,0,3,323035,2,0,0,0,50,0,0.0,0.0,0.0,15.0
2022-23,1,Karl Darlow,GK,Newcastle,1.5,0,0,0,0,0.0,7,0,0.0,0.0,2022-08-06T14:00:00Z,0,16,0,0,0,236781,0,0,0,0,40,0,0.0,0.0,0.0,0.0
2022-23,1,Kasper Schmeichel,GK,Leicester,0.0,0,0,0,0,0.0,6,0,0.0,0.0,2022-08-07T13:00:00Z,0,4,0,0,0,54290,0,0,0,0,50,0,0.0,0.0,0.0,0.0
2022-23,1,Kepa Arrizabalaga,GK,Chelsea,2.7,0,0,0,0,0.0,3,0,0.0,0.0,2022-08-06T16:30:00Z,0,8,0,0,0,18525,0,0,0,0,45,0,0.0,0.0,0.0,0.0
2022-23,1,Kjell Scherpen,GK,Brighton,0.5,0,0,0,0,0.0,9,0,0.0,0.0,2022-08-07T13:00:00Z,0,14,0,0,0,6488,0,0,0,0,40,0,0.0,0.0,0.0,0.0
2022-23,1,Kristoffer Klaesson,GK,Leeds,0.5,0,0,0,0,0.0,5,0,0.0,0.0,2022-08-06T14:00:00Z,0,20,0,0,0,40835,0,0,0,0,40,0,0.0,0.0,0.0,0.0
2022-23,1,Lukasz Fabianski,GK,West Ham,2.1,0,0,5,0,0.0,10,0,0.1,1.2,2022-08-07T15:30:00Z,28,13,0,0,0,101841,1,0,0,0,50,0,0.0,0.0,0.0,3.0
2022-23,1,Marek Rodák,GK,Fulham,0.7,0,0,11,0,0.0,4,2,1.0,10.2,2022-08-06T11:30:00Z,90,12,0,0,1,12206,1,0,0,0,45,0,0.0,0.0,0.0,6.0
2022-23,1,Mark Travers,GK,Bournemouth,1.7,0,0,24,1,0.0,2,0,1.5,14.6,2022-08-06T14:00:00Z,90,2,0,0,2,24837,6,0,0,0,45,0,0.0,0.0,0.0,1.0
2022-23,1,Martin Dubravka,GK,Newcastle,2.7,0,0,0,0,0.0,7,0,0.0,0.0,2022-08-06T14:00:00Z,0,16,0,0,0,97650,0,0,0,0,45,0,0.0,0.0,0.0,0.0
2022-23,1,Mateusz Lis,GK,Southampton,0.5,0,0,0,0,0.0,8,0,0.0,0.0,2022-08-06T14:00:00Z,0,18,0,0,0,27219,0,0,0,0,40,0,0.0,0.0,0.0,0.0
2022-23,1,Matija Šarkić,GK,Wolves,1.5,0,0,0,0,0.0,5,0,0.0,0.0,2022-08-06T14:00:00Z,0,11,0,0,0,191920,0,0,0,0,40,0,0.0,0.0,0.0,0.0
2022-23,1,Matt Turner,GK,Arsenal,1.5,0,0,0,0,0.0,1,0,0.0,0.0,2022-08-05T19:00:00Z,0,7,0,0,0,60915,0,0,0,0,40,0,0.0,0.0,0.0,0.0
2022-23,1,Nick Pope,GK,Newcastle,3.6,0,0,21,1,0.0,7,0,0.2,2.4,2022-08-06T14:00:00Z,90,16,0,0,0,334464,6,0,0,0,50,0,0.0,0.0,0.0,10.0
2022-23,1,Paulo Gazzaniga Farias,GK,Fulham,-0.5,0,0,0,0,0.0,4,0,0.0,0.0,2022-08-06T11:30:00Z,0,12,0,0,0,515436,0,0,0,0,40,0,0.0,0.0,0.0,0.0
2022-23,1,Remi Matthews,GK,Crystal Palace,0.0,0,0,0,0,0.0,1,0,0.0,0.0,2022-08-05T19:00:00Z,0,1,0,0,0,4672,0,0,0,0,40,0,0.0,0.0,0.0,0.0
2022-23,1,Robert Sánchez,GK,Brighton,1.7,0,1,19,0,0.0,9,1,4.0,40.0,2022-08-07T13:00:00Z,90,14,0,0,5,892941,4,0,0,0,45,0,0.0,0.0,0.0,6.0
2022-23,1,Robin Olsen,GK,Aston Villa,1.5,0,0,0,0,0.0,2,0,0.0,0.0,2022-08-06T14:00:00Z,0,3,0,0,0,159116,0,0,0,0,40,0,0.0,0.0,0.0,0.0
2022-23,1,Sam Johnstone,GK,Crystal Palace,0.9,0,0,0,0,0.0,1,0,0.0,0.0,2022-08-05T19:00:00Z,0,1,0,0,0,10954,0,0,0,0,45,0,0.0,0.0,0.0,0.0
2022-23,1,Scott Carson,GK,Man City,2.0,0,0,0,0,0.0,10,0,0.0,0.0,2022-08-07T15:30:00Z,0,19,0,0,0,11672,0,0,0,0,40,0,0.0,0.0,0.0,0.0
2022-23,1,Stefan Ortega Moreno,GK,Man City,2.0,0,0,0,0,0.0,10,0,0.0,0.0,2022-08-07T15:30:00Z,0,19,0,0,0,40863,0,0,0,0,40,0,0.0,0.0,0.0,0.0
2022-23,1,Thomas Strakosha,GK,Brentford,2.2,0,0,0,0,0.0,6,0,0.0,0.0,2022-08-07T13:00:00Z,0,10,0,0,0,18356,0,0,0,0,45,0,0.0,0.0,0.0,0.0
2022-23,1,Tom Heaton,GK,Man Utd,1.5,0,0,0,0,0.0,9,0,0.0,0.0,2022-08-07T13:00:00Z,0,5,0,0,0,41033,0,0,0,0,40,0,0.0,0.0,0.0,0.0
2022-23,1,Vicente Guaita,GK,Crystal Palace,1.7,0,0,15,0,0.0,1,2,1.4,13.8,2022-08-05T19:00:00Z,90,1,0,0,1,120146,1,0,0,0,45,0,0.0,0.0,0.0,2.0
2022-23,1,Wayne Hennessey,GK,Nott'm Forest,0.5,0,0,0,0,0.0,7,0,0.0,0.0,2022-08-06T14:00:00Z,0,15,0,0,0,204804,0,0,0,0,40,0,0.0,0.0,0.0,0.0
2022-23,1,Will Dennis,GK,Bournemouth,0.5,0,0,0,0,0.0,2,0,0.0,0.0,2022-08-06T14:00:00Z,0,2,0,0,0,53891,0,0,0,0,40,0,0.0,0.0,0.0,0.0
2022-23,1,Willy Caballero,GK,Southampton,0.5,0,0,0,0,0.0,8,0,0.0,0.0,2022-08-06T14:00:00Z,0,18,0,0,0,104292,0,0,0,0,40,0,0.0,0.0,0.0,0.0
2022-23,1,Zack Steffen,GK,Man City,0.0,0,0,0,0,0.0,10,0,0.0,0.0,2022-08-07T15:30:00Z,0,19,0,0,0,3618,0,0,0,0,40,0,0.0,0.0,0.0,0.0
2022-23,2,Aaron Ramsdale,GK,Arsenal,4.0,0,0,10,0,0.0,11,2,1.2,11.6,2022-08-13T14:00:00Z,90,10,0,0,1,1369348,1,31287,93632,62345,50,0,0.0,0.0,0.0,6.0
2022-23,2,Adrián San Miguel del Castillo,GK,Liverpool,1.0,0,0,0,0,0.0,16,0,0.0,0.0,2022-08-15T19:00:00Z,0,7,0,0,0,70411,0,-2068,3793,5861,40,0,0.0,0.0,0.0,0.0
2022-23,2,Alex McCarthy,GK,Southampton,0.5,0,0,0,0,0.0,19,0,0.0,0.0,2022-08-13T14:00:00Z,0,11,0,0,0,25949,0,-1956,366,2322,45,0,0.0,0.0,0.0,0.0
2022-23,2,Alisson Ramses Becker,GK,Liverpool,2.5,0,0,12,0,0.0,16,1,1.7,16.8,2022-08-15T19:00:00Z,90,7,0,0,2,1646148,2,-90298,36501,126799,55,0,0.0,0.0,0.0,1.0
2022-23,2,Alphonse Areola,GK,West Ham,1.0,0,0,0,0,0.0,18,0,0.0,0.0,2022-08-14T13:00:00Z,0,16,0,0,0,144192,0,5600,17747,12147,45,0,0.0,0.0,0.0,0.0
2022-23,2,Asmir Begović,GK,Everton,0.0,0,0,0,0,0.0,12,0,0.0,0.0,2022-08-13T11:30:00Z,0,2,0,0,0,55213,0,1380,3373,1993,40,0,0.0,0.0,0.0,0.0
2022-23,2,Bernd Leno,GK,Fulham,-0.5,0,0,0,0,0.0,20,0,0.0,0.0,2022-08-13T14:00:00Z,0,20,0,0,0,129089,0,-7183,5642,12825,45,0,0.0,0.0,0.0,2.0
2022-23,2,Brandon Austin,GK,Spurs,0.0,0,0,0,0,0.0,15,0,0.0,0.0,2022-08-14T15:30:00Z,0,6,0,0,0,31728,0,-400,1183,1583,40,0,0.0,0.0,0.0,0.0
2022-23,2,Brice Samba,GK,Nott'm Forest,0.0,0,0,0,0,0.0,18,0,0.0,0.0,2022-08-14T13:00:00Z,0,19,0,0,0,274,0,-64,0,64,45,0,0.0,0.0,0.0,0.0
2022-23,2,Caoimhin Kelleher,GK,Liverpool,0.0,0,0,0,0,0.0,16,0,0.0,0.0,2022-08-15T19:00:00Z,0,7,0,0,0,19636,0,-1858,367,2225,40,0,0.0,0.0,0.0,0.0
2022-23,2,Daniel Iversen,GK,Leicester,-0.5,0,0,0,0,0.0,11,0,0.0,0.0,2022-08-13T14:00:00Z,0,1,0,0,0,248755,0,-9580,11351,20931,40,0,0.0,0.0,0.0,0.0
2022-23,2,Danny Ward,GK,Leicester,0.5,0,0,12,0,0.0,11,4,2.8,28.0,2022-08-13T14:00:00Z,90,1,0,0,4,2358777,1,125098,149823,24725,40,0,0.0,0.0,0.0,1.0
2022-23,2,Darren Randolph,GK,West Ham,0.5,0,0,0,0,0.0,18,0,0.0,0.0,2022-08-14T13:00:00Z,0,16,0,0,0,6235,0,1599,1792,193,40,0,0.0,0.0,0.0,0.0
2022-23,2,David De Gea Quintana,GK,Man Utd,1.5,0,0,10,0,0.0,13,4,1.7,16.8,2022-08-13T16:30:00Z,90,4,0,0,3,638997,1,-62379,22001,84380,50,0,0.0,0.0,0.0,3.0
2022-23,2,David Raya Martin,GK,Brentford,4.0,0,0,30,1,0.0,13,0,2.8,27.6,2022-08-13T16:30:00Z,90,14,0,0,4,493521,7,-18230,11190,29420,45,0,0.0,0.0,0.0,3.0
2022-23,2,Dean Henderson,GK,Nott'm Forest,8.0,0,3,43,1,0.0,18,0,5.0,50.0,2022-08-14T13:00:00Z,90,19,0,1,4,466426,14,-7699,14056,21755,45,1,0.0,0.0,0.0,4.0
2022-23,2,Ederson Santana de Moraes,GK,Man City,8.0,0,0,21,1,0.0,17,0,0.6,6.2,2022-08-13T14:00:00Z,90,3,0,0,1,1571574,6,77593,135102,57509,55,0,0.0,0.0,0.0,1.0
2022-23,2,Edouard Mendy,GK,Chelsea,4.0,0,0,11,0,0.0,15,2,2.6,25.8,2022-08-14T15:30:00Z,90,18,0,0,3,2020683,1,82449,166528,84079,50,1,0.0,0.0,0.0,2.0
2022-23,2,Ellery Balcombe,GK,Brentford,0.0,0,0,0,0,0.0,13,0,0.0,0.0,2022-08-13T16:30:00Z,0,14,0,0,0,13970,0,-1834,0,1834,40,0,0.0,0.0,0.0,0.0
2022-23,2,Emiliano Martínez Romero,GK,Aston Villa,2.0,0,0,16,0,0.0,12,1,3.5,34.6,2022-08-13T11:30:00Z,90,8,0,0,4,505383,3,-28615,21425,50040,50,0,0.0,0.0,0.0,10.0
2022-23,2,Fraser Forster,GK,Spurs,0.0,0,0,0,0,0.0,15,0,0.0,0.0,2022-08-14T15:30:00Z,0,6,0,0,0,536330,0,-14191,8146,22337,40,0,0.0,0.0,0.0,0.0
2022-23,2,Gavin Bazunu,GK,Southampton,2.0,0,0,15,0,0.0,19,2,2.7,27.4,2022-08-13T14:00:00Z,90,11,0,0,3,63198,2,-978,2603,3581,45,0,0.0,0.0,0.0,2.0
2022-23,2,Hugo Lloris,GK,Spurs,1.5,0,0,9,0,0.0,15,2,1.4,13.8,2022-08-14T15:30:00Z,90,6,0,0,1,394157,1,-30716,10101,40817,55,0,0.0,0.0,0.0,9.0
2022-23,2,Illan Meslier,GK,Leeds,1.5,0,0,13,0,0.0,19,2,1.5,14.6,2022-08-13T14:00:00Z,90,17,0,0,2,223952,1,-2934,12154,15088,45,0,0.0,0.0,0.0,7.0
2022-23,2,Jack Butland,GK,Crystal Palace,-0.2,0,0,0,0,0.0,16,0,0.0,0.0,2022-08-15T19:00:00Z,0,12,0,0,0,10085,0,-1369,84,1453,45,0,0.0,0.0,0.0,0.0
2022-23,2,Jackson Smith,GK,Wolves,0.5,0,0,0,0,0.0,20,0,0.0,0.0,2022-08-13T14:00:00Z,0,9,0,0,0,62806,0,2831,5197,2366,40,0,0.0,0.0,0.0,0.0
2022-23,2,Jason Steele,GK,Brighton,0.0,0,0,0,0,0.0,14,0,0.0,0.0,2022-08-13T14:00:00Z,0,15,0,0,0,83386,0,-48,3011,3059,40,0,0.0,0.0,0.0,0.0
2022-23,2,Joel Robles,GK,Leeds,0.5,0,0,0,0,0.0,19,0,0.0,0.0,2022-08-13T14:00:00Z,0,17,0,0,0,920,0,255,312,57,40,0,0.0,0.0,0.0,0.0
2022-23,2,Jordan Pickford,GK,Everton,2.0,0,0,11,0,0.0,12,2,1.2,12.0,2022-08-13T11:30:00Z,90,2,0,0,1,522367,1,10786,39094,28308,45,0,0.0,0.0,0.0,7.0
2022-23,2,José Malheiro de Sá,GK,Wolves,9.0,0,3,43,1,0.0,20,0,4.8,48.4,2022-08-13T14:00:00Z,90,9,0,1,3,320020,15,-24857,7818,32675,50,0,0.0,0.0,0.0,3.0
2022-23,2,Karl Darlow,GK,Newcastle,0.0,0,0,0,0,0.0,14,0,0.0,0.0,2022-08-13T14:00:00Z,0,5,0,0,0,240368,0,-6155,3782,9937,40,0,0.0,0.0,0.0,0.0
2022-23,2,Kasper Schmeichel,GK,Leicester,0.0,0,0,0,0,0.0,11,0,0.0,0.0,2022-08-13T14:00:00Z,0,1,0,0,0,29493,0,-24026,0,24026,50,0,0.0,0.0,0.0,0.0
2022-23,2,Kepa Arrizabalaga,GK,Chelsea,0.0,0,0,0,0,0.0,15,0,0.0,0.0,2022-08-14T15:30:00Z,0,18,0,0,0,21569,0,-1662,1012,2674,45,0,0.0,0.0,0.0,0.0
2022-23,2,Kjell Scherpen,GK,Brighton,0.0,0,0,0,0,0.0,14,0,0.0,0.0,2022-08-13T14:00:00Z,0,15,0,0,0,10048,0,414,908,494,40,0,0.0,0.0,0.0,0.0
2022-23,2,Kristoffer Klaesson,GK,Leeds,-0.5,0,0,0,0,0.0,19,0,0.0,0.0,2022-08-13T14:00:00Z,0,17,0,0,0,43965,0,-1011,1105,2116,40,0,0.0,0.0,0.0,0.0
2022-23,2,Lukasz Fabianski,GK,West Ham,1.2,0,0,20,0,0.0,18,1,4.6,46.2,2022-08-14T13:00:00Z,90,16,0,0,5,98067,3,-13820,5412,19232,50,0,0.0,0.0,0.0,1.0
2022-23,2,Marek Rodák,GK,Fulham,3.0,0,0,22,1,0.0,20,0,0.9,8.8,2022-08-13T14:00:00Z,90,20,0,0,1,18003,6,693,2335,1642,45,0,0.0,0.0,0.0,0.0
2022-23,2,Mark Travers,GK,Bournemouth,2.0,0,0,20,0,0.0,17,4,3.1,30.6,2022-08-13T14:00:00Z,90,13,0,0,4,57378,1,10558,15701,5143,45,0,0.0,0.0,0.0,2.0
2022-23,2,Martin Dubravka,GK,Newcastle,0.0,0,0,0,0,0.0,14,0,0.0,0.0,2022-08-13T14:00:00Z,0,5,0,0,0,88301,0,-16191,1850,18041,45,0,0.0,0.0,0.0,0.0
2022-23,2,Mateusz Lis,GK,Southampton,0.5,0,0,0,0,0.0,19,0,0.0,0.0,2022-08-13T14:00:00Z,0,11,0,0,0,30110,0,-362,789,1151,40,0,0.0,0.0,0.0,0.0
2022-23,2,Matija Šarkić,GK,Wolves,0.5,0,0,0,0,0.0,20,0,0.0,0.0,2022-08-13T14:00:00Z,0,9,0,0,0,201880,0,-3088,3991,7079,40,0,0.0,0.0,0.0,0.0
2022-23,2,Matt Turner,GK,Arsenal,0.5,0,0,0,0,0.0,11,0,0.0,0.0,2022-08-13T14:00:00Z,0,10,0,0,0,73999,0,-2489,4057,6546,40,0,0.0,0.0,0.0,0.0
2022-23,2,Nick Pope,GK,Newcastle,8.0,0,3,31,1,0.0,14,0,3.9,38.6,2022-08-13T14:00:00Z,90,5,0,0,5,403355,10,13550,32436,18886,50,0,0.0,0.0,0.0,3.0
2022-23,2,Norberto Murara Neto,GK,Bournemouth,0.7,0,0,0,0,0.0,17,0,0.0,0.0,2022-08-13T14:00:00Z,0,13,0,0,0,2770,0,456,548,92,45,0,0.0,0.0,0.0,0.0
2022-23,2,Paulo Gazzaniga Farias,GK,Fulham,-0.5,0,0,0,0,0.0,20,0,0.0,0.0,2022-08-13T14:00:00Z,0,20,0,0,0,510651,0,-18353,5770,24123,40,0,0.0,0.0,0.0,0.0
2022-23,2,Remi Matthews,GK,Crystal Palace,0.0,0,0,0,0,0.0,16,0,0.0,0.0,2022-08-15T19:00:00Z,0,12,0,0,0,4145,0,-491,0,491,40,0,0.0,0.0,0.0,0.0
2022-23,2,Robert Sánchez,GK,Brighton,5.0,0,0,22,1,0.0,14,0,0.6,6.0,2022-08-13T14:00:00Z,90,15,0,0,1,1024877,6,49495,91093,41598,45,0,0.0,0.0,0.0,8.0
2022-23,2,Robin Olsen,GK,Aston Villa,0.0,0,0,0,0,0.0,12,0,0.0,0.0,2022-08-13T11:30:00Z,0,8,0,0,0,178775,0,-1046,6091,7137,40,0,0.0,0.0,0.0,0.0
2022-23,2,Sam Johnstone,GK,Crystal Palace,-1.0,0,0,0,0,0.0,16,0,0.0,0.0,2022-08-15T19:00:00Z,0,12,0,0,0,12584,0,-575,213,788,45,0,0.0,0.0,0.0,0.0
2022-23,2,Scott Carson,GK,Man City,1.5,0,0,0,0,0.0,17,0,0.0,0.0,2022-08-13T14:00:00Z,0,3,0,0,0,13510,0,-593,453,1046,40,0,0.0,0.0,0.0,0.0
2022-23,2,Stefan Ortega Moreno,GK,Man City,1.5,0,0,0,0,0.0,17,0,0.0,0.0,2022-08-13T14:00:00Z,0,3,0,0,0,43431,0,-2668,1851,4519,40,0,0.0,0.0,0.0,0.0
2022-23,2,Thomas Strakosha,GK,Brentford,-0.5,0,0,0,0,0.0,13,0,0.0,0.0,2022-08-13T16:30:00Z,0,14,0,0,0,19880,0,-1614,395,2009,45,0,0.0,0.0,0.0,0.0
2022-23,2,Tom Heaton,GK,Man Utd,0.5,0,0,0,0,0.0,13,0,0.0,0.0,2022-08-13T16:30:00Z,0,4,0,0,0,45769,0,-327,1721,2048,40,0,0.0,0.0,0.0,0.0
2022-23,2,Vicente Guaita,GK,Crystal Palace,0.5,0,0,13,0,0.0,16,1,2.6,26.4,2022-08-15T19:00:00Z,90,12,0,0,3,129964,2,-6586,2700,9286,45,1,0.0,0.0,0.0,3.0
2022-23,2,Wayne Hennessey,GK,Nott'm Forest,-0.5,0,0,0,0,0.0,18,0,0.0,0.0,2022-08-14T13:00:00Z,0,19,0,0,0,211717,0,-4281,4452,8733,40,0,0.0,0.0,0.0,0.0
2022-23,2,Will Dennis,GK,Bournemouth,-1.5,0,0,0,0,0.0,17,0,0.0,0.0,2022-08-13T14:00:00Z,0,13,0,0,0,60976,0,60,2857,2797,40,0,0.0,0.0,0.0,0.0
2022-23,2,Willy Caballero,GK,Southampton,0.5,0,0,0,0,0.0,19,0,0.0,0.0,2022-08-13T14:00:00Z,0,11,0,0,0,110640,0,-998,2762,3760,40,0,0.0,0.0,0.0,0.0
2022-23,2,Zack Steffen,GK,Man City,0.0,0,0,0,0,0.0,17,0,0.0,0.0,2022-08-13T14:00:00Z,0,3,0,0,0,3065,0,-511,0,511,40,0,0.0,0.0,0.0,0.0
2022-23,3,Aaron Ramsdale,GK,Arsenal,5.3,0,0,20,1,0.0,21,0,0.8,7.6,2022-08-20T16:30:00Z,90,3,0,0,1,1366505,6,-61359,88334,149693,50,0,0.0,0.0,0.0,2.0
2022-23,3,Adrián San Miguel del Castillo,GK,Liverpool,0.5,0,0,0,0,0.0,27,0,0.0,0.0,2022-08-22T19:00:00Z,0,14,0,0,0,73067,0,-1784,4253,6037,40,0,0.0,0.0,0.0,0.0
2022-23,3,Alex McCarthy,GK,Southampton,0.0,0,0,0,0,0.0,26,0,0.0,0.0,2022-08-20T14:00:00Z,0,10,0,0,0,24294,0,-2598,214,2812,45,0,0.0,0.0,0.0,0.0
2022-23,3,Alex Smithies,GK,Leicester,1.0,0,0,0,0,0.0,26,0,0.0,0.0,2022-08-20T14:00:00Z,0,17,0,0,0,2125,0,1260,1815,555,40,0,0.0,0.0,0.0,0.0
2022-23,3,Alisson Ramses Becker,GK,Liverpool,1.8,0,0,19,0,0.0,27,2,2.4,23.8,2022-08-22T19:00:00Z,90,14,0,0,2,1591356,1,-125038,44231,169269,55,0,0.0,0.0,0.0,6.0
2022-23,3,Alphonse Areola,GK,West Ham,0.3,0,0,0,0,0.0,30,0,0.0,0.0,2022-08-21T13:00:00Z,0,5,0,0,0,134155,0,-15739,6319,22058,45,0,0.0,0.0,0.0,0.0
2022-23,3,Asmir Begović,GK,Everton,0.5,0,0,0,0,0.0,23,0,0.0,0.0,2022-08-20T14:00:00Z,0,16,0,0,0,59480,0,478,3680,3202,40,0,0.0,0.0,0.0,0.0
2022-23,3,Bernd Leno,GK,Fulham,0.2,0,0,15,0,0.0,24,2,2.6,25.8,2022-08-20T14:00:00Z,90,4,0,0,3,121123,2,-13340,3510,16850,45,0,0.0,0.0,0.0,3.0
2022-23,3,Brandon Austin,GK,Spurs,0.5,0,0,0,0,0.0,29,0,0.0,0.0,2022-08-20T11:30:00Z,0,20,0,0,0,33249,0,-576,1308,1884,40,0,0.0,0.0,0.0,0.0
2022-23,3,Brice Samba,GK,Nott'm Forest,0.0,0,0,0,0,0.0,23,0,0.0,0.0,2022-08-20T14:00:00Z,0,8,0,0,0,240,0,-38,0,38,45,0,0.0,0.0,0.0,0.0
