season,gameweek,name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,fixture,goals_conceded,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,selected,total_points,transfers_balance,transfers_in,transfers_out,value,yellow_cards,expected_assists,expected_goals_conceded,starts,future_points
2022-23,18,Mark Travers,GK,Bournemouth,2.0,0,0,17,0,0.0,171,2,2.9,29.2,2022-12-31T15:00:00Z,90,7,0,0,4,52501,2,1836,3878,2042,43,0,0.00063,1.4943,1.0,2.0
2022-23,18,Martin Dubravka,GK,Man Utd,0.0,0,0,0,0,0.0,180,0,0.0,0.0,2022-12-31T12:30:00Z,0,20,0,0,0,45457,0,-487,219,706,42,0,0.0,0.0,0.0,0.0
2022-23,18,Matej Kovár,GK,Man Utd,0.0,0,0,0,0,0.0,180,0,0.0,0.0,2022-12-31T12:30:00Z,0,20,0,0,0,501,0,0,0,0,40,0,0.0,0.0,0.0,0.0
2022-23,18,Mateusz Lis,GK,Southampton,0.0,0,0,0,0,0.0,173,0,0.0,0.0,2022-12-31T15:00:00Z,0,9,0,0,0,16539,0,-156,0,156,40,0,0.0,0.0,0.0,0.0
2022-23,18,Matija Šarkić,GK,Wolves,0.0,0,0,0,0,0.0,180,0,0.0,0.0,2022-12-31T12:30:00Z,0,14,0,0,0,223775,0,1211,4325,3114,39,0,0.0,0.0,0.0,0.0
2022-23,18,Matt Turner,GK,Arsenal,0.5,0,0,0,0,0.0,172,0,0.0,0.0,2022-12-31T17:30:00Z,0,5,0,0,0,162890,0,-597,3057,3654,39,0,0.0,0.0,0.0,0.0
2022-23,18,Matthew Cox,GK,Brentford,0.0,0,0,0,0,0.0,179,0,0.0,0.0,2022-12-30T19:45:00Z,0,19,0,0,0,4220,0,-134,214,348,40,0,0.0,0.0,0.0,0.0
2022-23,18,Nathan Bishop,GK,Man Utd,0.0,0,0,0,0,0.0,180,0,0.0,0.0,2022-12-31T12:30:00Z,0,20,0,0,0,750,0,19,56,37,40,0,0.0,0.0,0.0,0.0
2022-23,18,Nick Pope,GK,Newcastle,6.0,0,0,23,1,0.0,176,0,1.1,10.8,2022-12-31T15:00:00Z,90,11,0,0,1,2323021,6,51919,77788,25869,53,0,9e-05,0.4746,1.0,10.0
2022-23,18,Norberto Murara Neto,GK,Bournemouth,0.0,0,0,0,0,0.0,171,0,0.0,0.0,2022-12-31T15:00:00Z,0,7,0,0,0,20041,0,-598,67,665,45,0,0.0,0.0,0.0,0.0
2022-23,18,Owen Goodman,GK,Crystal Palace,0.0,0,0,0,0,0.0,171,0,0.0,0.0,2022-12-31T15:00:00Z,0,3,0,0,0,1270,0,43,137,94,40,0,0.0,0.0,0.0,0.0
2022-23,18,Paulo Gazzaniga Farias,GK,Fulham,0.0,0,0,0,0,0.0,173,0,0.0,0.0,2022-12-31T15:00:00Z,0,17,0,0,0,168257,0,-2714,0,2714,40,0,0.0,0.0,0.0,0.0
2022-23,18,Paulo Gazzaniga Farias,GK,Fulham,0.0,0,0,0,0,0.0,173,0,0.0,0.0,2022-12-31T15:00:00Z,0,17,0,0,0,168257,0,-2714,0,2714,40,0,0.0,0.0,0.0,0.0
2022-23,18,Remi Matthews,GK,Crystal Palace,0.0,0,0,0,0,0.0,171,0,0.0,0.0,2022-12-31T15:00:00Z,0,3,0,0,0,2127,0,-17,0,17,40,0,0.0,0.0,0.0,0.0
2022-23,18,Robert Sánchez,GK,Brighton,4.5,0,0,17,0,0.0,172,4,3.0,30.0,2022-12-31T17:30:00Z,90,1,0,0,3,1287432,1,-3987,24205,28192,46,0,0.00022,2.8794,1.0,3.0
2022-23,18,Robin Olsen,GK,Aston Villa,4.5,0,1,24,1,0.0,178,0,0.8,8.2,2023-01-01T14:00:00Z,90,18,0,0,1,158532,7,5575,7566,1991,39,0,0.00221,0.423,1.0,0.0
2022-23,18,Sam Johnstone,GK,Crystal Palace,0.0,0,0,0,0,0.0,171,0,0.0,0.0,2022-12-31T15:00:00Z,0,3,0,0,0,12463,0,-217,33,250,44,0,0.0,0.0,0.0,0.0
2022-23,18,Scott Carson,GK,Man City,1.0,0,0,0,0,0.0,175,0,0.0,0.0,2022-12-31T15:00:00Z,0,8,0,0,0,41986,0,2186,3682,1496,38,0,0.0,0.0,0.0,0.0
2022-23,18,Stefan Ortega Moreno,GK,Man City,1.0,0,0,0,0,0.0,175,0,0.0,0.0,2022-12-31T15:00:00Z,0,8,0,0,0,124711,0,4095,8556,4461,38,0,0.0,0.0,0.0,0.0
2022-23,18,Thomas Strakosha,GK,Brentford,0.0,0,0,0,0,0.0,179,0,0.0,0.0,2022-12-30T19:45:00Z,0,19,0,0,0,13634,0,-174,60,234,43,0,0.0,0.0,0.0,0.0
2022-23,18,Tom Heaton,GK,Man Utd,0.0,0,0,0,0,0.0,180,0,0.0,0.0,2022-12-31T12:30:00Z,0,20,0,0,0,41998,0,-309,237,546,39,0,0.0,0.0,0.0,0.0
2022-23,18,Vicente Guaita,GK,Crystal Palace,5.0,0,1,25,1,0.0,171,0,1.3,13.2,2022-12-31T15:00:00Z,90,3,0,0,2,257974,7,-8671,4316,12987,45,0,0.00065,0.5581,1.0,0.0
2022-23,18,Wayne Hennessey,GK,Nott'm Forest,0.0,0,0,0,0,0.0,177,0,0.0,0.0,2023-01-01T16:30:00Z,0,6,0,0,0,173234,0,549,3213,2664,39,0,0.0,0.0,0.0,0.0
2022-23,18,Will Dennis,GK,Bournemouth,0.0,0,0,0,0,0.0,171,0,0.0,0.0,2022-12-31T15:00:00Z,0,7,0,0,0,61298,0,-484,637,1121,39,0,0.0,0.0,0.0,0.0
2022-23,18,Willy Caballero,GK,Southampton,0.0,0,0,0,0,0.0,173,0,0.0,0.0,2022-12-31T15:00:00Z,0,9,0,0,0,90788,0,-500,539,1039,39,0,0.0,0.0,0.0,0.0
2022-23,18,Zack Steffen,GK,Man City,0.0,0,0,0,0,0.0,175,0,0.0,0.0,2022-12-31T15:00:00Z,0,8,0,0,0,1334,0,-4,0,4,40,0,0.0,0.0,0.0,0.0
2022-23,19,Aaron Ramsdale,GK,Arsenal,4.2,0,0,22,1,0.0,181,0,0.7,7.4,2023-01-03T19:45:00Z,90,15,0,0,1,1308952,6,-45467,10521,55988,49,0,0.00165,1.0801,1.0,11.0
2022-23,19,Adrián San Miguel del Castillo,GK,Liverpool,1.0,0,0,0,0,0.0,183,0,0.0,0.0,2023-01-02T17:30:00Z,0,4,0,0,0,76825,0,-743,310,1053,39,0,0.0,0.0,0.0,0.0
2022-23,19,Alex McCarthy,GK,Southampton,0.1,0,0,0,0,0.0,190,0,0.0,0.0,2023-01-04T19:30:00Z,0,16,0,0,0,18347,0,-408,20,428,43,0,0.0,0.0,0.0,0.0
2022-23,19,Alex Smithies,GK,Leicester,0.0,0,0,0,0,0.0,188,0,0.0,0.0,2023-01-03T19:45:00Z,0,9,0,0,0,5835,0,-99,74,173,40,0,0.0,0.0,0.0,0.0
2022-23,19,Alisson Ramses Becker,GK,Liverpool,3.3,0,0,19,0,0.0,183,3,3.4,33.6,2023-01-02T17:30:00Z,90,4,0,0,5,1714912,2,-22570,22901,45471,55,0,0.00026,1.9671,1.0,2.0
2022-23,19,Alphonse Areola,GK,West Ham,0.0,0,0,0,0,0.0,187,0,0.0,0.0,2023-01-04T19:45:00Z,0,11,0,0,0,108947,0,-883,503,1386,43,0,0.0,0.0,0.0,0.0
2022-23,19,Asmir Begović,GK,Everton,0.0,0,0,0,0,0.0,186,0,0.0,0.0,2023-01-03T19:45:00Z,0,5,0,0,0,111037,0,-1685,959,2644,40,0,0.0,0.0,0.0,0.0
2022-23,19,Bernd Leno,GK,Fulham,10.5,0,3,29,1,0.0,188,0,4.4,43.8,2023-01-03T19:45:00Z,90,10,0,0,6,260929,10,33534,40051,6517,45,1,0.00051,1.6855,1.0,3.0
2022-23,19,Bernd Leno,GK,Fulham,10.5,0,0,25,0,0.0,64,1,6.7,66.8,2023-01-12T20:00:00Z,90,6,0,0,9,260929,4,33534,40051,6517,45,1,5e-05,2.1298,1.0,3.0
2022-23,19,Brandon Austin,GK,Spurs,0.5,0,0,0,0,0.0,185,0,0.0,0.0,2023-01-04T20:00:00Z,0,7,0,0,0,31830,0,-141,176,317,39,0,0.0,0.0,0.0,0.0
2022-23,19,Brandon Austin,GK,Spurs,0.5,0,0,0,0,0.0,185,0,0.0,0.0,2023-01-04T20:00:00Z,0,7,0,0,0,31830,0,-141,176,317,39,0,0.0,0.0,0.0,0.0
2022-23,19,Brice Samba,GK,Nott'm Forest,0.0,0,0,0,0,0.0,190,0,0.0,0.0,2023-01-04T19:30:00Z,0,17,0,0,0,154,0,-1,0,1,45,0,0.0,0.0,0.0,0.0
2022-23,19,Cameron Plain,GK,Bournemouth,0.0,0,0,0,0,0.0,189,0,0.0,0.0,2023-01-03T20:00:00Z,0,14,0,0,0,1467,0,-51,47,98,40,0,0.0,0.0,0.0,0.0
2022-23,19,Caoimhin Kelleher,GK,Liverpool,1.0,0,0,0,0,0.0,183,0,0.0,0.0,2023-01-02T17:30:00Z,0,4,0,0,0,20016,0,-228,245,473,40,0,0.0,0.0,0.0,0.0
2022-23,19,Daniel Iversen,GK,Leicester,0.0,0,0,0,0,0.0,188,0,0.0,0.0,2023-01-03T19:45:00Z,0,9,0,0,0,358554,0,-6762,785,7547,39,0,0.0,0.0,0.0,0.0
2022-23,19,Danny Ward,GK,Leicester,2.0,0,0,9,0,0.0,188,1,0.8,7.6,2023-01-03T19:45:00Z,90,9,0,0,1,3439417,2,-27394,23050,50444,41,0,0.00011,1.7318,1.0,2.0
2022-23,19,Darren Randolph,GK,West Ham,0.0,0,0,0,0,0.0,187,0,0.0,0.0,2023-01-04T19:45:00Z,0,11,0,0,0,16024,0,-91,115,206,40,0,0.0,0.0,0.0,0.0
2022-23,19,David De Gea Quintana,GK,Man Utd,7.0,0,0,27,1,0.0,189,0,3.6,35.8,2023-01-03T20:00:00Z,90,3,0,0,4,1021733,7,66116,79638,13522,49,0,0.0048,0.4937,1.0,2.0
2022-23,19,David De Gea Quintana,GK,Man Utd,7.0,0,0,27,1,0.0,189,0,3.6,35.8,2023-01-03T20:00:00Z,90,3,0,0,4,1021733,7,66116,79638,13522,49,0,0.0048,0.4937,1.0,3.0
2022-23,19,David Raya Martin,GK,Brentford,4.0,0,0,19,0,0.1,183,1,2.7,26.4,2023-01-02T17:30:00Z,90,12,0,0,4,754574,3,23590,38453,14863,46,0,0.00736,2.0257,1.0,5.0
2022-23,19,Dean Henderson,GK,Nott'm Forest,2.5,0,1,22,1,0.0,190,0,0.3,2.6,2023-01-04T19:30:00Z,90,17,0,0,0,1035909,7,-9508,9292,18800,47,0,0.00052,0.3937,1.0,6.0
2022-23,19,Ederson Santana de Moraes,GK,Man City,4.5,0,2,24,1,0.0,184,0,1.9,19.0,2023-01-05T20:00:00Z,90,6,0,0,2,1471113,8,-21526,12873,34399,54,0,0.00115,0.4098,1.0,1.0
2022-23,19,Ederson Santana de Moraes,GK,Man City,4.5,0,2,24,1,0.0,184,0,1.9,19.0,2023-01-05T20:00:00Z,90,6,0,0,2,1471113,8,-21526,12873,34399,54,0,0.00115,0.4098,1.0,1.0
2022-23,19,Edouard Mendy,GK,Chelsea,0.0,0,0,0,0,0.0,184,0,0.0,0.0,2023-01-05T20:00:00Z,0,13,0,0,0,792722,0,-27703,193,27896,48,0,0.0,0.0,0.0,0.0
2022-23,19,Edouard Mendy,GK,Chelsea,0.0,0,0,0,0,0.0,64,0,0.0,0.0,2023-01-12T20:00:00Z,0,9,0,0,0,792722,0,-27703,193,27896,48,0,0.0,0.0,0.0,0.0
2022-23,19,Eldin Jakupovic,GK,Everton,0.0,0,0,0,0,0.0,186,0,0.0,0.0,2023-01-03T19:45:00Z,0,5,0,0,0,1887,0,35,103,68,40,0,0.0,0.0,0.0,0.0
2022-23,19,Ellery Balcombe,GK,Brentford,0.0,0,0,0,0,0.0,183,0,0.0,0.0,2023-01-02T17:30:00Z,0,12,0,0,0,6592,0,-50,0,50,40,0,0.0,0.0,0.0,0.0
2022-23,19,Emiliano Martínez Romero,GK,Aston Villa,0.7,0,0,10,0,0.0,182,1,2.3,22.8,2023-01-04T20:00:00Z,90,20,0,0,2,438251,2,12312,17925,5613,49,0,9e-05,0.8543,1.0,1.0
2022-23,19,Filip Marschall,GK,Aston Villa,0.0,0,0,0,0,0.0,182,0,0.0,0.0,2023-01-04T20:00:00Z,0,20,0,0,0,489,0,115,193,78,40,0,0.0,0.0,0.0,0.0
2022-23,19,Fraser Forster,GK,Spurs,1.2,0,0,0,0,0.0,185,0,0.0,0.0,2023-01-04T20:00:00Z,0,7,0,0,0,414791,0,-3031,1625,4656,39,0,0.0,0.0,0.0,0.0
2022-23,19,Fraser Forster,GK,Spurs,1.2,0,0,0,0,0.0,185,0,0.0,0.0,2023-01-04T20:00:00Z,0,7,0,0,0,414791,0,-3031,1625,4656,39,0,0.0,0.0,0.0,0.0
2022-23,19,Gavin Bazunu,GK,Southampton,3.8,0,0,7,0,0.0,190,1,0.2,1.8,2023-01-04T19:30:00Z,90,16,0,0,0,70971,2,700,1857,1157,45,0,0.00041,1.3669,1.0,3.0
2022-23,19,Harvey Davies,GK,Liverpool,1.0,0,0,0,0,0.0,183,0,0.0,0.0,2023-01-02T17:30:00Z,0,4,0,0,0,2645,0,-16,30,46,40,0,0.0,0.0,0.0,0.0
2022-23,19,Hugo Lloris,GK,Spurs,3.2,0,0,30,1,0.0,185,0,3.3,33.4,2023-01-04T20:00:00Z,90,7,0,0,4,498481,7,-8591,4447,13038,55,0,0.00106,0.7928,1.0,0.0
2022-23,19,Hugo Lloris,GK,Spurs,3.2,0,0,30,1,0.0,185,0,3.3,33.4,2023-01-04T20:00:00Z,90,7,0,0,4,498481,7,-8591,4447,13038,55,0,0.00106,0.7928,1.0,0.0
2022-23,19,Illan Meslier,GK,Leeds,4.0,0,0,9,0,0.0,187,2,0.5,4.6,2023-01-04T19:45:00Z,90,19,0,0,0,201368,1,5427,7653,2226,45,0,0.0008,1.4233,1.0,1.0
2022-23,19,Jack Butland,GK,Crystal Palace,0.0,0,0,0,0,0.0,185,0,0.0,0.0,2023-01-04T20:00:00Z,0,18,0,0,0,7488,0,-13,226,239,44,0,0.0,0.0,0.0,0.0
2022-23,19,Jack Butland,GK,Crystal Palace,0.0,0,0,0,0,0.0,185,0,0.0,0.0,2023-01-04T20:00:00Z,0,18,0,0,0,7488,0,-13,226,239,44,0,0.0,0.0,0.0,0.0
2022-23,19,Jackson Smith,GK,Wolves,0.0,0,0,0,0,0.0,182,0,0.0,0.0,2023-01-04T20:00:00Z,0,2,0,0,0,101098,0,-204,1910,2114,39,0,0.0,0.0,0.0,0.0
2022-23,19,Jason Steele,GK,Brighton,0.0,0,0,0,0,0.0,186,0,0.0,0.0,2023-01-03T19:45:00Z,0,8,0,0,0,75095,0,-336,663,999,39,0,0.0,0.0,0.0,0.0
2022-23,19,Joel Robles,GK,Leeds,0.0,0,0,0,0,0.0,187,0,0.0,0.0,2023-01-04T19:45:00Z,0,19,0,0,0,5885,0,-50,49,99,40,0,0.0,0.0,0.0,0.0
2022-23,19,Jordan Pickford,GK,Everton,1.3,0,0,16,0,0.0,186,4,2.8,28.2,2023-01-03T19:45:00Z,90,5,0,0,4,630360,1,-7221,8597,15818,45,0,0.00176,2.1978,1.0,2.0
2022-23,19,Jordan Smith,GK,Nott'm Forest,-0.5,0,0,0,0,0.0,190,0,0.0,0.0,2023-01-04T19:30:00Z,0,17,0,0,0,252,0,54,96,42,40,0,0.0,0.0,0.0,0.0
2022-23,19,Joseph Whitworth,GK,Crystal Palace,-0.5,0,0,0,0,0.0,185,0,0.0,0.0,2023-01-04T20:00:00Z,0,18,0,0,0,14319,0,-142,65,207,40,0,0.0,0.0,0.0,0.0
2022-23,19,Joseph Whitworth,GK,Crystal Palace,-0.5,0,0,0,0,0.0,185,0,0.0,0.0,2023-01-04T20:00:00Z,0,18,0,0,0,14319,0,-142,65,207,40,0,0.0,0.0,0.0,0.0
2022-23,19,José Malheiro de Sá,GK,Wolves,3.0,0,0,12,0,0.0,182,1,1.5,15.2,2023-01-04T20:00:00Z,90,2,0,0,2,562788,2,-7715,6190,13905,50,0,0.00012,1.6123,1.0,10.0
2022-23,19,Karl Darlow,GK,Newcastle,-0.5,0,0,0,0,0.0,181,0,0.0,0.0,2023-01-03T19:45:00Z,0,1,0,0,0,108278,0,-1122,244,1366,39,0,0.0,0.0,0.0,0.0
2022-23,19,Karl Hein,GK,Arsenal,0.5,0,0,0,0,0.0,181,0,0.0,0.0,2023-01-03T19:45:00Z,0,15,0,0,0,1389,0,-46,86,132,40,0,0.0,0.0,0.0,0.0
2022-23,19,Kasper Schmeichel,GK,Leicester,0.0,0,0,0,0,0.0,188,0,0.0,0.0,2023-01-03T19:45:00Z,0,9,0,0,0,13284,0,-19,0,19,50,0,0.0,0.0,0.0,0.0
2022-23,19,Kepa Arrizabalaga,GK,Chelsea,7.6,0,0,16,0,0.0,184,1,1.2,11.8,2023-01-05T20:00:00Z,90,13,0,0,2,826809,2,73382,88054,14672,46,0,0.00092,2.0817,1.0,10.0
2022-23,19,Kepa Arrizabalaga,GK,Chelsea,7.6,0,0,10,0,0.0,64,2,1.1,11.0,2023-01-12T20:00:00Z,90,9,0,0,1,826809,1,73382,88054,14672,46,0,0.00022,0.834,1.0,10.0
2022-23,19,Kjell Scherpen,GK,Brighton,0.0,0,0,0,0,0.0,186,0,0.0,0.0,2023-01-03T19:45:00Z,0,8,0,0,0,5042,0,-29,0,29,40,0,0.0,0.0,0.0,0.0
2022-23,19,Kristoffer Klaesson,GK,Leeds,0.0,0,0,0,0,0.0,187,0,0.0,0.0,2023-01-04T19:45:00Z,0,19,0,0,0,56388,0,-583,181,764,39,0,0.0,0.0,0.0,0.0
2022-23,19,Loris Karius,GK,Newcastle,-0.5,0,0,0,0,0.0,181,0,0.0,0.0,2023-01-03T19:45:00Z,0,1,0,0,0,6124,0,-64,134,198,40,0,0.0,0.0,0.0,0.0
2022-23,19,Lukasz Fabianski,GK,West Ham,1.7,0,0,12,0,0.0,187,2,2.6,26.2,2023-01-04T19:45:00Z,90,11,0,0,3,138431,2,-3313,2463,5776,50,0,0.00129,1.4783,1.0,3.0
2022-23,19,Marcus Bettinelli,GK,Chelsea,0.0,0,0,0,0,0.0,184,0,0.0,0.0,2023-01-05T20:00:00Z,0,13,0,0,0,2428,0,-28,87,115,40,0,0.0,0.0,0.0,0.0
2022-23,19,Marcus Bettinelli,GK,Chelsea,0.0,0,0,0,0,0.0,64,0,0.0,0.0,2023-01-12T20:00:00Z,0,9,0,0,0,2428,0,-28,87,115,40,0,0.0,0.0,0.0,0.0
2022-23,19,Marek Rodák,GK,Fulham,-0.5,0,0,0,0,0.0,188,0,0.0,0.0,2023-01-03T19:45:00Z,0,10,0,0,0,18522,0,-21,303,324,43,0,0.0,0.0,0.0,0.0
2022-23,19,Marek Rodák,GK,Fulham,-0.5,0,0,0,0,0.0,64,0,0.0,0.0,2023-01-12T20:00:00Z,0,6,0,0,0,18522,0,-21,303,324,43,0,0.0,0.0,0.0,0.0
2022-23,19,Mark Travers,GK,Bournemouth,2.0,0,0,13,0,0.0,189,3,2.6,25.8,2023-01-03T20:00:00Z,90,14,0,0,3,49902,2,-2570,824,3394,43,0,0.00026,2.2086,1.0,0.0
2022-23,19,Martin Dubravka,GK,Newcastle,-0.5,0,0,0,0,0.0,181,0,0.0,0.0,2023-01-03T19:45:00Z,0,1,0,0,0,45031,0,-475,17,65,42,0,0.0,0.0,0.0,0.0
2022-23,19,Matej Kovár,GK,Man Utd,0.0,0,0,0,0,0.0,189,0,0.0,0.0,2023-01-03T20:00:00Z,0,3,0,0,0,500,0,-1,0,1,40,0,0.0,0.0,0.0,0.0
2022-23,19,Matej Kovár,GK,Man Utd,0.0,0,0,0,0,0.0,189,0,0.0,0.0,2023-01-03T20:00:00Z,0,3,0,0,0,500,0,-1,0,1,40,0,0.0,0.0,0.0,0.0
2022-23,19,Mateusz Lis,GK,Southampton,0.0,0,0,0,0,0.0,190,0,0.0,0.0,2023-01-04T19:30:00Z,0,16,0,0,0,16417,0,-118,0,118,40,0,0.0,0.0,0.0,0.0
2022-23,19,Matija Šarkić,GK,Wolves,0.0,0,0,0,0,0.0,182,0,0.0,0.0,2023-01-04T20:00:00Z,0,2,0,0,0,223651,0,-345,3149,3494,39,0,0.0,0.0,0.0,0.0
2022-23,19,Matt Turner,GK,Arsenal,0.5,0,0,0,0,0.0,181,0,0.0,0.0,2023-01-03T19:45:00Z,0,15,0,0,0,160251,0,-2988,1457,4445,39,0,0.0,0.0,0.0,0.0
2022-23,19,Matthew Cox,GK,Brentford,-1.0,0,0,0,0,0.0,183,0,0.0,0.0,2023-01-02T17:30:00Z,0,12,0,0,0,4284,0,17,234,217,40,0,0.0,0.0,0.0,0.0
2022-23,19,Nathan Bishop,GK,Man Utd,0.0,0,0,0,0,0.0,189,0,0.0,0.0,2023-01-03T20:00:00Z,0,3,0,0,0,753,0,-33,24,57,40,0,0.0,0.0,0.0,0.0
2022-23,19,Nathan Bishop,GK,Man Utd,0.0,0,0,0,0,0.0,189,0,0.0,0.0,2023-01-03T20:00:00Z,0,3,0,0,0,753,0,-33,24,57,40,0,0.0,0.0,0.0,0.0
2022-23,19,Nick Pope,GK,Newcastle,6.8,0,3,30,1,0.0,181,0,3.0,29.8,2023-01-03T19:45:00Z,90,1,0,0,4,2327643,10,2623,46748,44125,53,0,0.001,1.1332,1.0,5.0
2022-23,19,Norberto Murara Neto,GK,Bournemouth,0.0,0,0,0,0,0.0,189,0,0.0,0.0,2023-01-03T20:00:00Z,0,14,0,0,0,19674,0,-389,27,416,45,0,0.0,0.0,0.0,0.0
2022-23,19,Owen Goodman,GK,Crystal Palace,-0.5,0,0,0,0,0.0,185,0,0.0,0.0,2023-01-04T20:00:00Z,0,18,0,0,0,1255,0,-49,51,100,40,0,0.0,0.0,0.0,0.0
2022-23,19,Owen Goodman,GK,Crystal Palace,-0.5,0,0,0,0,0.0,185,0,0.0,0.0,2023-01-04T20:00:00Z,0,18,0,0,0,1255,0,-49,51,100,40,0,0.0,0.0,0.0,0.0
2022-23,19,Paulo Gazzaniga Farias,GK,Fulham,0.0,0,0,0,0,0.0,188,0,0.0,0.0,2023-01-03T19:45:00Z,0,10,0,0,0,166139,0,-2069,0,2069,40,0,0.0,0.0,0.0,0.0
2022-23,19,Paulo Gazzaniga Farias,GK,Fulham,0.0,0,0,0,0,0.0,64,0,0.0,0.0,2023-01-12T20:00:00Z,0,6,0,0,0,166139,0,-2069,0,2069,40,0,0.0,0.0,0.0,0.0
2022-23,19,Remi Matthews,GK,Crystal Palace,0.0,0,0,0,0,0.0,185,0,0.0,0.0,2023-01-04T20:00:00Z,0,18,0,0,0,2112,0,-16,0,16,40,0,0.0,0.0,0.0,0.0
2022-23,19,Remi Matthews,GK,Crystal Palace,0.0,0,0,0,0,0.0,185,0,0.0,0.0,2023-01-04T20:00:00Z,0,18,0,0,0,2112,0,-16,0,16,40,0,0.0,0.0,0.0,0.0
2022-23,19,Robert Sánchez,GK,Brighton,4.3,0,0,11,0,0.0,186,1,1.5,15.2,2023-01-03T19:45:00Z,90,8,0,0,3,1281048,3,-6658,15983,22641,46,0,0.00018,1.3115,1.0,7.0
2022-23,19,Robin Olsen,GK,Aston Villa,3.3,0,0,0,0,0.0,182,0,0.0,0.0,2023-01-04T20:00:00Z,0,20,0,0,0,165312,0,5847,7968,2121,39,0,0.0,0.0,0.0,0.0
2022-23,19,Sam Johnstone,GK,Crystal Palace,-0.1,0,0,0,0,0.0,185,0,0.0,0.0,2023-01-04T20:00:00Z,0,18,0,0,0,12303,0,-163,20,183,44,0,0.0,0.0,0.0,0.0
2022-23,19,Sam Johnstone,GK,Crystal Palace,-0.1,0,0,0,0,0.0,185,0,0.0,0.0,2023-01-04T20:00:00Z,0,18,0,0,0,12303,0,-163,20,183,44,0,0.0,0.0,0.0,0.0
2022-23,19,Scott Carson,GK,Man City,0.5,0,0,0,0,0.0,184,0,0.0,0.0,2023-01-05T20:00:00Z,0,6,0,0,0,44174,0,1403,3024,1621,38,0,0.0,0.0,0.0,0.0
2022-23,19,Scott Carson,GK,Man City,0.5,0,0,0,0,0.0,184,0,0.0,0.0,2023-01-05T20:00:00Z,0,6,0,0,0,44174,0,1403,3024,1621,38,0,0.0,0.0,0.0,0.0
2022-23,19,Stefan Ortega Moreno,GK,Man City,0.5,0,0,0,0,0.0,184,0,0.0,0.0,2023-01-05T20:00:00Z,0,6,0,0,0,128899,0,2546,7107,4561,38,0,0.0,0.0,0.0,0.0
2022-23,19,Stefan Ortega Moreno,GK,Man City,0.5,0,0,0,0,0.0,184,0,0.0,0.0,2023-01-05T20:00:00Z,0,6,0,0,0,128899,0,2546,7107,4561,38,0,0.0,0.0,0.0,0.0
2022-23,19,Thomas Strakosha,GK,Brentford,-0.8,0,0,0,0,0.0,183,0,0.0,0.0,2023-01-02T17:30:00Z,0,12,0,0,0,13561,0,-76,61,137,43,0,0.0,0.0,0.0,0.0
2022-23,19,Tom Heaton,GK,Man Utd,0.0,0,0,0,0,0.0,189,0,0.0,0.0,2023-01-03T20:00:00Z,0,3,0,0,0,41414,0,-598,111,709,39,0,0.0,0.0,0.0,0.0
2022-23,19,Tom Heaton,GK,Man Utd,0.0,0,0,0,0,0.0,189,0,0.0,0.0,2023-01-03T20:00:00Z,0,3,0,0,0,41414,0,-598,111,709,39,0,0.0,0.0,0.0,0.0
2022-23,19,Vicente Guaita,GK,Crystal Palace,2.8,0,0,13,0,0.0,185,4,1.0,10.0,2023-01-04T20:00:00Z,90,18,0,0,2,246542,0,-11408,1642,13050,45,0,0.00035,1.3851,1.0,3.0
2022-23,19,Vicente Guaita,GK,Crystal Palace,2.8,0,0,13,0,0.0,185,4,1.0,10.0,2023-01-04T20:00:00Z,90,18,0,0,2,246542,0,-11408,1642,13050,45,0,0.00035,1.3851,1.0,3.0
2022-23,19,Wayne Hennessey,GK,Nott'm Forest,0.2,0,0,0,0,0.0,190,0,0.0,0.0,2023-01-04T19:30:00Z,0,17,0,0,0,173191,0,-243,1687,1930,39,0,0.0,0.0,0.0,0.0
2022-23,19,Will Dennis,GK,Bournemouth,0.0,0,0,0,0,0.0,189,0,0.0,0.0,2023-01-03T20:00:00Z,0,14,0,0,0,60266,0,-1066,223,1289,39,0,0.0,0.0,0.0,0.0
2022-23,19,Willy Caballero,GK,Southampton,0.5,0,0,0,0,0.0,190,0,0.0,0.0,2023-01-04T19:30:00Z,0,16,0,0,0,90251,0,-579,335,914,39,0,0.0,0.0,0.0,0.0
2022-23,19,Zack Steffen,GK,Man City,0.0,0,0,0,0,0.0,184,0,0.0,0.0,2023-01-05T20:00:00Z,0,6,0,0,0,1332,0,-3,0,3,40,0,0.0,0.0,0.0,0.0
2022-23,19,Zack Steffen,GK,Man City,0.0,0,0,0,0,0.0,184,0,0.0,0.0,2023-01-05T20:00:00Z,0,6,0,0,0,1332,0,-3,0,3,40,0,0.0,0.0,0.0,0.0
2022-23,20,Aaron Ramsdale,GK,Arsenal,5.5,0,3,36,1,0.0,199,0,5.4,54.2,2023-01-15T16:30:00Z,90,18,0,0,7,1274675,11,-36929,18330,55259,49,0,0.00044,1.5397,1.0,1.0
2022-23,20,Adrián San Miguel del Castillo,GK,Liverpool,1.0,0,0,0,0,0.0,193,0,0.0,0.0,2023-01-14T15:00:00Z,0,5,0,0,0,76515,0,-623,722,1345,39,0,0.0,0.0,0.0,0.0
