season,gameweek,name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,penalties_missed,selected,threat,total_points,transfers_balance,transfers_in,transfers_out,value,yellow_cards,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,future_points,goals_scored_last_3,assists_last_3,minutes_last_3,bonus_last_3,total_points_last_3,goals_per_90,assists_per_90,xg_per_90,xa_per_90,involvements_per_90,expected_involvements,goal_efficiency,attacking_threat
2023-24,32,Antoine Semenyo,FWD,Bournemouth,4.9,0,0,6,1,10.5,0,0,1.6,5.8,2024-04-06T14:00:00Z,68,12,0,371896,0.0,2,17355,32336,14981,45,0,0.01,0.01,0.0,0.58,1.0,0.0,0.0,0.3333333333333333,73.66666666666667,0.0,2.3333333333333335,0.0,0.0,0.0,0.013235292171280562,0.0,0.01,0.0,16.3
2024-25,32,Dominic Solanke-Mitchell,FWD,Spurs,0.0,0,0,-3,0,1.7,3,0,0.0,0.0,2025-04-13T13:00:00Z,74,20,0,583811,4.0,2,-39022,6323,45345,73,0,0.02,0.48,0.46,1.8,1.0,1.0,0.0,0.3333333333333333,66.33333333333333,0.0,2.3333333333333335,0.0,0.0,0.55945938385684,0.024324321037253915,0.0,0.48,-0.46,5.7
2023-24,33,Antoine Semenyo,FWD,Bournemouth,0.0,0,0,0,0,0.0,0,0,0.0,0.0,2024-04-13T16:30:00Z,0,14,0,323715,0.0,0,-47907,9364,57271,45,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,76.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-24,33,Antoine Semenyo,FWD,Bournemouth,0.0,0,0,0,0,0.0,0,0,0.0,0.0,2024-04-13T16:30:00Z,0,14,0,323715,0.0,0,-47907,9364,57271,45,0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,47.333333333333336,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-25,33,Dominic Solanke-Mitchell,FWD,Spurs,1.3,0,0,2,0,1.5,0,0,0.6,0.0,2025-04-21T19:00:00Z,23,16,0,554483,4.0,1,-27193,3822,31015,73,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,24.666666666666668,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
2023-24,34,Antoine Semenyo,FWD,Bournemouth,5.1,0,0,2,0,0.3,1,0,1.8,4.2,2024-04-21T14:00:00Z,27,2,0,277006,13.0,1,-50264,12608,62872,45,0,0.0,0.11,0.11,1.15,0.0,2.0,0.0,0.0,7.666666666666667,0.0,0.3333333333333333,0.0,0.0,0.3666665308642479,0.0,0.0,0.11,-0.11,17.5
2023-24,34,Antoine Semenyo,FWD,Bournemouth,5.1,0,3,34,1,5.2,0,1,10.9,46.8,2024-04-24T18:45:00Z,90,20,0,277006,57.0,9,-50264,12608,62872,45,0,0.04,0.29,0.25,0.54,1.0,2.0,0.0,0.0,16.666666666666668,0.0,0.6666666666666666,0.9999998888889011,0.0,0.24999997222222528,0.03999999555555605,0.9999998888889011,0.29,0.75,109.0
2024-25,34,Dominic Solanke-Mitchell,FWD,Spurs,0.0,0,0,28,0,0.5,4,1,7.7,33.0,2025-04-27T15:30:00Z,67,12,0,547732,43.0,6,-7800,5808,13608,73,0,0.0,0.26,0.26,1.88,1.0,0.0,0.3333333333333333,0.0,46.666666666666664,1.0,3.6666666666666665,1.3432833815994951,0.0,0.34925367921586875,0.0,1.3432833815994951,0.26,0.74,76.5
2023-24,35,Antoine Semenyo,FWD,Bournemouth,2.8,0,0,4,1,30.8,0,0,5.5,14.0,2024-04-28T13:00:00Z,90,5,0,256612,10.0,2,-17714,7007,24721,45,0,0.33,0.37,0.04,1.0,1.0,2.0,0.6666666666666666,0.0,61.333333333333336,1.0,5.333333333333333,0.0,0.0,0.03999999555555605,0.3299999633333374,0.0,0.37,-0.04,54.8
2024-25,35,Dominic Solanke-Mitchell,FWD,Spurs,1.7,0,0,0,0,0.0,0,0,0.0,0.0,2025-05-04T13:00:00Z,0,19,0,542574,0.0,0,-9223,4874,14097,73,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,82.33333333333333,1.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-24,36,Antoine Semenyo,FWD,Bournemouth,1.8,0,0,4,0,2.3,3,0,1.1,0.2,2024-05-04T11:30:00Z,90,1,0,234060,8.0,2,-22736,1633,24369,45,0,0.01,0.05,0.04,3.98,1.0,2.0,0.3333333333333333,0.0,52.333333333333336,0.0,2.6666666666666665,0.0,0.0,0.03999999555555605,0.009999998888889012,0.0,0.05,-0.04,10.5
2024-25,36,Dominic Solanke-Mitchell,FWD,Spurs,1.8,0,0,0,0,0.0,0,0,0.0,0.0,2025-05-11T13:15:00Z,0,7,0,531941,0.0,0,-10633,3515,14148,73,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-24,37,Antoine Semenyo,FWD,Bournemouth,3.2,0,0,-3,0,14.3,2,0,5.1,2.2,2024-05-11T14:00:00Z,90,4,0,221063,34.0,2,-12376,9209,21585,45,0,0.05,0.18,0.13,1.44,1.0,1.0,0.0,0.0,30.0,0.0,0.6666666666666666,0.0,0.0,0.12999998555555717,0.049999994444445056,0.0,0.18,-0.13,50.5
2024-25,37,Dominic Solanke-Mitchell,FWD,Spurs,1.8,0,0,3,0,0.4,0,0,0.2,1.4,2025-05-16T18:30:00Z,16,2,0,528614,0.0,1,-3799,3506,7305,73,0,0.0,0.0,0.0,0.1,0.0,7.0,0.0,0.0,60.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7999999999999998
2023-24,4,Dominic Solanke,FWD,Bournemouth,5.2,0,1,22,0,11.7,2,1,9.9,42.8,2023-09-02T14:00:00Z,90,4,0,252353,44.0,7,-21333,8965,30298,65,0,0.02,0.58,0.56,3.29,1.0,2.0,0.3333333333333333,0.3333333333333333,90.0,0.3333333333333333,4.666666666666667,0.9999998888889011,0.0,0.5599999377777847,0.019999997777778025,0.9999998888889011,0.58,0.43999999999999995,98.5
2023-24,5,Dominic Solanke,FWD,Bournemouth,3.7,0,0,2,1,2.5,0,0,5.4,2.2,2023-09-17T13:00:00Z,90,7,0,246383,49.0,2,-11002,14736,25738,65,0,0.03,0.43,0.4,1.71,1.0,6.0,0.3333333333333333,0.3333333333333333,90.0,0.3333333333333333,4.666666666666667,0.0,0.0,0.39999995555556045,0.029999996666667035,0.0,0.43,-0.4,53.7
2023-24,6,Dominic Solanke,FWD,Bournemouth,4.2,0,0,20,0,1.4,3,1,6.1,33.2,2023-09-24T13:00:00Z,90,5,0,226672,26.0,6,-20567,5038,25605,64,0,0.01,0.61,0.6,1.87,1.0,2.0,0.3333333333333333,0.0,90.0,0.3333333333333333,3.6666666666666665,0.9999998888889011,0.0,0.5999999333333408,0.009999998888889012,0.9999998888889011,0.61,0.4,60.6
2023-24,7,Dominic Solanke,FWD,Bournemouth,1.4,0,0,3,0,21.7,4,0,4.4,3.8,2023-09-30T14:00:00Z,90,1,0,210153,18.0,2,-16189,19271,35460,64,0,0.14,0.29,0.15,3.47,1.0,1.0,0.6666666666666666,0.0,90.0,0.3333333333333333,5.0,0.0,0.0,0.1499999833333352,0.13999998444444617,0.0,0.29,-0.15,43.5
2023-24,8,Dominic Solanke,FWD,Bournemouth,3.0,0,0,-1,0,14.9,3,0,5.9,13.8,2023-10-07T14:00:00Z,90,9,0,291889,30.0,1,69972,108743,38771,64,1,0.17,0.28,0.11,2.71,1.0,7.0,0.3333333333333333,0.0,90.0,0.0,3.3333333333333335,0.0,0.0,0.10999998777777913,0.16999998111111322,0.0,0.28,-0.11,58.7
2023-24,9,Dominic Solanke,FWD,Bournemouth,3.3,0,1,22,0,2.1,1,1,8.2,35.8,2023-10-21T14:00:00Z,84,20,0,290284,44.0,7,2899,32937,30038,64,0,0.01,0.49,0.48,1.54,1.0,2.0,0.3333333333333333,0.0,90.0,0.0,3.0,1.071428443877566,0.0,0.5142856530612318,0.010714284438775661,1.071428443877566,0.49,0.52,81.9
2023-24,10,Dominic Solanke,FWD,Bournemouth,3.8,0,0,3,0,3.8,1,0,3.7,3.6,2023-10-28T14:00:00Z,90,6,0,331639,30.0,2,34951,55705,20754,64,0,0.03,0.18,0.15,0.88,1.0,2.0,0.3333333333333333,0.0,88.0,0.3333333333333333,3.3333333333333335,0.0,0.0,0.1499999833333352,0.029999996666667035,0.0,0.18,-0.15,37.4
2023-24,11,Dominic Solanke,FWD,Bournemouth,2.7,0,0,2,0,1.5,5,0,1.6,0.0,2023-11-04T15:00:00Z,84,13,0,253708,15.0,2,-72720,5979,78699,64,0,0.01,0.46,0.45,1.39,1.0,13.0,0.3333333333333333,0.0,88.0,0.3333333333333333,3.3333333333333335,0.0,0.0,0.4821427997449048,0.010714284438775661,0.0,0.46,-0.45,16.5
2023-24,12,Dominic Solanke,FWD,Bournemouth,5.2,0,3,60,1,39.2,0,2,19.2,82.6,2023-11-11T17:30:00Z,90,15,0,240415,70.0,13,-15842,8437,24279,64,0,0.13,1.31,1.18,0.51,1.0,2.0,0.3333333333333333,0.0,86.0,0.3333333333333333,3.6666666666666665,1.9999997777778022,0.0,1.1799998688889033,0.12999998555555717,1.9999997777778022,1.31,0.8200000000000001,191.8
2023-24,13,Dominic Solanke,FWD,Bournemouth,6.2,0,0,-6,0,11.0,1,0,3.1,0.0,2023-11-25T15:00:00Z,90,17,0,636329,21.0,2,348527,361187,12660,65,0,0.03,0.65,0.62,0.81,1.0,6.0,0.6666666666666666,0.0,88.0,1.0,5.666666666666667,0.0,0.0,0.6199999311111187,0.029999996666667035,0.0,0.65,-0.62,32.0
2023-24,14,Dominic Solanke,FWD,Bournemouth,5.8,0,0,19,0,0.7,2,1,13.8,45.4,2023-12-03T14:00:00Z,90,2,0,587046,92.0,6,-13023,62573,75596,65,0,0.04,1.35,1.31,0.68,1.0,2.0,0.6666666666666666,0.0,88.0,1.0,5.666666666666667,0.9999998888889011,0.0,1.3099998544444607,0.03999999555555605,0.9999998888889011,1.35,-0.31000000000000005,138.1
2023-24,15,Dominic Solanke,FWD,Bournemouth,5.8,0,0,6,1,2.8,0,0,3.9,8.4,2023-12-06T19:30:00Z,87,8,0,647427,28.0,2,56390,83546,27156,65,0,0.03,0.15,0.12,0.71,1.0,7.0,1.0,0.0,90.0,1.0,7.0,0.0,0.0,0.12413791676575668,0.03103447919143917,0.0,0.15,-0.12,39.2
2023-24,18,Dominic Solanke,FWD,Bournemouth,6.8,0,3,76,0,11.3,2,3,20.0,113.6,2023-12-23T15:00:00Z,90,16,0,2229854,75.0,17,526330,554290,27960,68,0,0.02,0.74,0.72,0.75,1.0,6.0,0.3333333333333333,0.0,89.0,0.0,3.3333333333333335,2.9999996666667035,0.0,0.7199999200000089,0.019999997777778025,2.9999996666667035,0.74,2.2800000000000002,199.89999999999998
2023-24,19,Dominic Solanke,FWD,Bournemouth,7.6,0,0,25,1,3.0,0,1,7.2,36.4,2023-12-26T15:00:00Z,90,10,0,2703198,33.0,6,507063,523494,16431,70,0,0.05,1.06,1.01,0.28,1.0,2.0,1.3333333333333333,0.0,89.0,1.0,8.333333333333334,0.9999998888889011,0.0,1.0099998877777903,0.049999994444445056,0.9999998888889011,1.06,-0.010000000000000009,72.4
2023-24,20,Dominic Solanke,FWD,Bournemouth,6.8,0,0,-4,0,0.7,3,0,8.3,1.2,2023-12-31T14:00:00Z,90,18,0,2878079,81.0,2,179523,277174,97651,71,0,0.0,0.84,0.84,2.33,1.0,2.0,1.3333333333333333,0.0,89.0,1.0,8.333333333333334,0.0,0.0,0.839999906666677,0.0,0.0,0.84,-0.84,82.9
2023-24,21,Dominic Solanke,FWD,Bournemouth,2.8,0,0,5,0,2.3,3,0,2.5,1.4,2024-01-21T16:30:00Z,82,11,0,2887385,21.0,2,3991,300958,296967,71,0,0.0,0.08,0.08,1.22,1.0,8.0,1.3333333333333333,0.0,90.0,1.0,8.333333333333334,0.0,0.0,0.08780486734086984,0.0,0.0,0.08,-0.08,24.7
2023-24,22,Dominic Solanke,FWD,Bournemouth,5.0,0,2,34,0,22.3,1,1,9.4,42.2,2024-02-01T19:30:00Z,90,19,0,2820938,29.0,8,-82008,126075,208083,71,0,0.07,0.59,0.52,1.31,1.0,2.0,0.3333333333333333,0.0,87.33333333333333,0.0,3.3333333333333335,0.9999998888889011,0.0,0.5199999422222287,0.06999999222222308,0.9999998888889011,0.59,0.48,93.5
2023-24,23,Dominic Solanke,FWD,Bournemouth,4.0,0,0,5,0,13.3,1,0,2.2,6.2,2024-02-04T14:00:00Z,90,16,0,2913407,2.0,2,86330,181978,95648,71,0,0.02,0.02,0.0,0.56,1.0,4.0,0.3333333333333333,0.0,87.33333333333333,0.6666666666666666,4.0,0.0,0.0,0.0,0.019999997777778025,0.0,0.02,0.0,21.5
2023-24,24,Dominic Solanke,FWD,Bournemouth,4.0,1,0,11,0,22.0,3,0,7.3,18.4,2024-02-10T15:00:00Z,90,10,0,2513499,33.0,4,-399915,69038,468953,70,1,0.25,0.97,0.72,1.55,1.0,12.0,0.3333333333333333,0.0,87.33333333333333,0.6666666666666666,4.0,0.0,0.9999998888889011,0.7199999200000089,0.24999997222222528,0.9999998888889011,0.97,-0.72,73.4
2023-24,25,Dominic Solanke,FWD,Bournemouth,6.0,1,3,34,0,21.7,2,1,16.3,64.0,2024-02-17T15:00:00Z,90,15,0,1870258,77.0,12,-538907,52644,591551,69,0,0.01,2.24,2.23,2.26,1.0,2.0,0.3333333333333333,0.3333333333333333,90.0,0.6666666666666666,4.666666666666667,0.9999998888889011,0.9999998888889011,2.2299997522222497,0.009999998888889012,1.9999997777778022,2.24,-1.23,162.7
2023-24,26,Dominic Solanke,FWD,Bournemouth,0.0,0,0,1,0,22.7,1,0,7.4,6.6,2024-02-24T17:30:00Z,90,13,0,2340027,45.0,2,361943,458913,96970,70,0,0.07,0.38,0.31,1.64,1.0,2.0,0.3333333333333333,0.6666666666666666,90.0,1.0,6.0,0.0,0.0,0.30999996555555936,0.06999999222222308,0.0,0.38,-0.31,74.3
2023-24,27,Dominic Solanke,FWD,Bournemouth,2.8,0,0,1,1,11.0,0,0,4.1,11.2,2024-03-03T13:00:00Z,88,6,0,2534527,19.0,2,180494,393100,212606,71,0,0.1,0.29,0.19,1.49,1.0,0.0,0.3333333333333333,0.6666666666666666,90.0,1.0,6.0,0.0,0.0,0.19431815973657274,0.10227271565082777,0.0,0.29,-0.19,41.2
2023-24,27,Dominic Solanke,FWD,Bournemouth,2.8,0,0,1,1,11.0,0,0,4.1,11.2,2024-03-03T13:00:00Z,88,6,0,2534527,19.0,2,180494,393100,212606,71,0,0.1,0.29,0.19,1.49,1.0,8.0,0.3333333333333333,0.3333333333333333,89.33333333333333,1.0,5.333333333333333,0.0,0.0,0.19431815973657274,0.10227271565082777,0.0,0.29,-0.19,41.2
2023-24,30,Dominic Solanke,FWD,Bournemouth,4.2,0,2,25,1,10.8,0,1,9.5,38.8,2024-03-30T15:00:00Z,84,9,0,2975021,45.0,7,-60238,147536,207774,72,1,0.03,0.83,0.8,0.65,1.0,2.0,0.0,0.0,88.66666666666667,0.0,2.0,1.071428443877566,0.0,0.857142755102053,0.032142853316326984,1.071428443877566,0.83,0.19999999999999996,94.6
2023-24,31,Dominic Solanke,FWD,Bournemouth,4.2,0,0,4,1,2.3,0,0,1.6,0.0,2024-04-02T18:45:00Z,89,8,0,3091879,15.0,2,113914,179491,65577,72,0,0.02,0.21,0.19,0.1,1.0,2.0,0.3333333333333333,0.0,86.66666666666667,0.6666666666666666,3.6666666666666665,0.0,0.0,0.1921348098724933,0.0202247168286835,0.0,0.21,-0.19,17.3
2023-24,32,Dominic Solanke,FWD,Bournemouth,4.3,0,0,2,0,21.4,2,0,4.4,9.4,2024-04-06T14:00:00Z,90,12,0,3175373,13.0,2,80705,153289,72584,73,0,0.04,0.11,0.07,1.4,1.0,7.0,0.3333333333333333,0.0,87.0,0.6666666666666666,3.6666666666666665,0.0,0.0,0.06999999222222308,0.03999999555555605,0.0,0.11,-0.07,43.8
2023-24,33,Dominic Solanke,FWD,Bournemouth,4.5,0,1,32,0,24.6,2,1,9.5,44.0,2024-04-13T16:30:00Z,90,14,0,2993926,26.0,7,-181530,53035,234565,72,0,0.1,0.36,0.26,1.18,1.0,6.0,0.3333333333333333,0.0,87.66666666666667,0.6666666666666666,3.6666666666666665,0.9999998888889011,0.0,0.25999997111111434,0.09999998888889011,0.9999998888889011,0.36,0.74,94.6
2023-24,33,Dominic Solanke,FWD,Bournemouth,4.5,0,1,32,0,24.6,2,1,9.5,44.0,2024-04-13T16:30:00Z,90,14,0,2993926,26.0,7,-181530,53035,234565,72,0,0.1,0.36,0.26,1.18,1.0,2.0,0.3333333333333333,0.0,89.66666666666667,0.3333333333333333,3.6666666666666665,0.9999998888889011,0.0,0.25999997111111434,0.09999998888889011,0.9999998888889011,0.36,0.74,94.6
2023-24,34,Dominic Solanke,FWD,Bournemouth,8.1,0,0,25,0,2.0,3,1,6.7,34.6,2024-04-21T14:00:00Z,90,2,0,3495235,30.0,6,339373,383852,44479,72,0,0.0,0.85,0.85,2.35,1.0,2.0,0.6666666666666666,0.0,90.0,0.6666666666666666,5.333333333333333,0.9999998888889011,0.0,0.849999905555566,0.0,0.9999998888889011,0.85,0.15000000000000002,66.6
2023-24,34,Dominic Solanke,FWD,Bournemouth,8.1,0,0,8,1,21.9,0,0,5.5,9.0,2024-04-24T18:45:00Z,86,20,0,3495235,24.0,2,339373,383852,44479,72,0,0.11,0.24,0.13,0.35,1.0,2.0,1.0,0.0,90.0,0.6666666666666666,6.666666666666667,0.0,0.0,0.136046495808547,0.11511626568415514,0.0,0.24,-0.13,54.9
2023-24,35,Dominic Solanke,FWD,Bournemouth,3.8,0,0,13,1,13.7,0,0,5.2,13.8,2024-04-28T13:00:00Z,90,5,0,3039323,24.0,2,-296465,80298,376763,73,0,0.1,0.39,0.29,1.0,1.0,2.0,0.6666666666666666,0.0,88.66666666666667,0.3333333333333333,5.0,0.0,0.0,0.2899999677777813,0.09999998888889011,0.0,0.39,-0.29,51.5
2023-24,36,Dominic Solanke,FWD,Bournemouth,2.8,0,0,-3,0,2.5,3,0,3.2,4.4,2024-05-04T11:30:00Z,90,1,0,2649464,25.0,2,-392861,25743,418604,72,0,0.01,0.13,0.12,3.98,1.0,6.0,0.3333333333333333,0.0,88.66666666666667,0.0,3.3333333333333335,0.0,0.0,0.11999998666666814,0.009999998888889012,0.0,0.13,-0.12,31.9
2023-24,37,Dominic Solanke,FWD,Bournemouth,3.6,0,0,27,0,2.3,2,1,7.6,32.8,2024-05-11T14:00:00Z,90,4,0,2017076,41.0,6,-586685,26931,613616,70,0,0.04,0.43,0.39,1.44,1.0,1.0,0.0,0.0,88.66666666666667,0.0,2.0,0.9999998888889011,0.0,0.3899999566666715,0.03999999555555605,0.9999998888889011,0.43,0.61,76.1
2022-23,4,Bryan Mbeumo,FWD,Brentford,3.0,0,0,4,0,18.0,1,0,6.1,1.2,2022-08-27T14:00:00Z,77,8,0,288733,42.0,2,-5885,44519,50404,60,0,0.0,0.0,0.0,0.0,0.0,2.0,0.3333333333333333,0.0,84.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.2
2022-23,5,Bryan Mbeumo,FWD,Brentford,2.8,0,0,6,0,3.2,1,0,0.8,0.0,2022-08-30T18:30:00Z,67,7,0,255242,6.0,2,-36622,21365,57987,60,0,0.0,0.0,0.0,0.0,0.0,8.0,0.3333333333333333,0.0,79.66666666666667,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2
2022-23,8,Bryan Mbeumo,FWD,Brentford,3.0,0,0,3,0,1.2,3,0,3.7,0.0,2022-09-18T11:00:00Z,75,1,0,188306,37.0,2,-12869,7519,20388,60,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,78.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.2
2022-23,9,Bryan Mbeumo,FWD,Brentford,2.5,0,0,3,1,8.0,0,0,1.1,0.2,2022-10-01T14:00:00Z,60,3,0,199412,3.0,2,2556,26793,24237,59,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,73.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2
2022-23,10,Bryan Mbeumo,FWD,Brentford,2.0,0,0,4,0,1.3,3,0,3.2,3.2,2022-10-08T14:00:00Z,61,15,0,193021,27.0,2,-6898,21864,28762,59,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,67.33333333333333,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5
2022-23,11,Bryan Mbeumo,FWD,Brentford,2.0,0,0,3,1,16.1,0,0,2.8,1.8,2022-10-14T19:00:00Z,79,5,0,184259,10.0,2,-9593,9619,19212,59,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,65.33333333333333,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.900000000000002
2022-23,12,Bryan Mbeumo,FWD,Brentford,0.0,0,0,5,1,18.4,0,0,6.0,9.8,2022-10-19T18:30:00Z,71,6,0,167516,32.0,2,-10783,5036,15819,59,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,66.66666666666667,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.2
2022-23,13,Bryan Mbeumo,FWD,Brentford,2.0,0,0,0,0,16.3,4,0,7.8,3.4,2022-10-23T13:00:00Z,60,2,0,165452,58.0,2,-9790,6570,16360,58,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,70.33333333333333,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.7
2022-23,14,Bryan Mbeumo,FWD,Brentford,2.3,1,0,12,0,37.3,1,0,9.1,28.8,2022-10-29T14:00:00Z,82,20,0,161268,25.0,4,-4985,11186,16171,58,1,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,70.0,0.0,2.0,0.0,1.0975608417608729,0.0,0.0,1.0975608417608729,0.0,0.0,91.1
2022-23,15,Bryan Mbeumo,FWD,Brentford,3.7,0,1,28,0,29.1,1,1,9.6,41.0,2022-11-05T15:00:00Z,80,16,0,220605,26.0,6,54118,67399,13281,58,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,71.0,0.0,2.6666666666666665,1.1249998593750175,0.0,0.0,0.0,1.1249998593750175,0.0,1.0,96.1
2022-23,16,Bryan Mbeumo,FWD,Brentford,2.7,0,0,5,0,11.3,1,0,4.6,6.0,2022-11-12T12:30:00Z,73,13,0,209060,29.0,1,-9291,22382,31673,58,1,0.04679,0.16129,0.1145,1.2853,1.0,1.0,0.3333333333333333,0.3333333333333333,74.0,0.3333333333333333,4.0,0.0,0.0,0.1411643642240597,0.05768629346763103,0.0,0.16129,-0.1145,46.3
2022-23,17,Bryan Mbeumo,FWD,Brentford,0.5,0,0,-1,0,26.8,2,0,3.9,3.8,2022-12-26T12:30:00Z,81,18,0,201885,8.0,1,-9055,57687,66742,58,1,0.07449,0.17639,0.1019,0.8135,1.0,1.0,0.3333333333333333,0.3333333333333333,78.33333333333333,0.3333333333333333,3.6666666666666665,0.0,0.0,0.11322220824417181,0.08276665644856093,0.0,0.17639,-0.1019,38.599999999999994
2022-23,18,Bryan Mbeumo,FWD,Brentford,1.0,0,0,5,0,2.3,0,0,1.6,7.0,2022-12-30T19:45:00Z,58,19,0,195940,7.0,1,-6536,10770,17306,58,0,0.04848,0.07558,0.0271,0.8137,1.0,12.0,0.3333333333333333,0.0,78.0,0.3333333333333333,2.6666666666666665,0.0,0.0,0.04205171688763502,0.0752275732366253,0.0,0.07558,-0.0271,16.3
2022-23,19,Bryan Mbeumo,FWD,Brentford,3.7,1,3,37,0,28.6,1,1,10.8,38.2,2023-01-02T17:30:00Z,87,12,0,190798,41.0,12,-5584,12205,17789,58,0,0.04123,1.06233,1.0211,1.8968,1.0,2.0,0.0,0.0,70.66666666666667,0.0,1.0,1.034482639714639,1.034482639714639,1.0563102234126178,0.04265171923543457,2.068965279429278,1.06233,-0.021099999999999897,107.8
2022-23,20,Bryan Mbeumo,FWD,Brentford,4.0,0,0,3,1,4.2,0,0,2.1,7.8,2023-01-14T17:30:00Z,88,3,0,424334,9.0,2,221695,251856,30161,59,0,0.01147,0.05057,0.0391,0.4525,1.0,2.0,0.3333333333333333,0.3333333333333333,75.33333333333333,1.0,4.666666666666667,0.0,0.0,0.03998863181947366,0.011730680485149943,0.0,0.05057,-0.0391,21.0
2022-23,21,Bryan Mbeumo,FWD,Brentford,3.6,0,0,2,1,3.1,0,0,0.1,0.0,2023-01-22T14:00:00Z,73,11,0,367914,0.0,2,-49175,31582,80757,59,0,0.0162,0.0162,0.0,0.5014,1.0,12.0,0.3333333333333333,0.3333333333333333,77.66666666666667,1.0,5.0,0.0,0.0,0.0,0.01997260000375342,0.0,0.0162,0.0,3.1
2022-23,22,Bryan Mbeumo,FWD,Brentford,5.3,1,3,45,1,43.9,0,1,12.9,56.0,2023-02-04T15:00:00Z,81,17,0,331462,29.0,12,-38244,29850,68094,58,0,0.41,1.16,0.75,0.56,1.0,2.0,0.3333333333333333,0.3333333333333333,82.66666666666667,1.0,5.333333333333333,1.1111109739369167,1.1111109739369167,0.8333332304526876,0.45555549931413586,2.2222219478738334,1.16,0.25,128.9
2022-23,23,Bryan Mbeumo,FWD,Brentford,4.8,0,0,11,0,42.0,1,0,5.3,4.6,2023-02-11T15:00:00Z,70,1,0,346694,6.0,2,12332,39111,26779,58,0,0.35,0.35,0.0,1.58,1.0,5.0,0.3333333333333333,0.3333333333333333,80.66666666666667,1.0,5.333333333333333,0.0,0.0,0.0,0.4499999357142948,0.0,0.35,0.0,52.6
2022-23,26,Bryan Mbeumo,FWD,Brentford,3.0,0,0,0,0,30.3,1,0,6.8,10.4,2023-03-06T20:00:00Z,90,9,0,461504,27.0,2,112018,138307,26289,58,0,0.11,0.84,0.73,1.21,1.0,2.0,0.3333333333333333,0.3333333333333333,74.66666666666667,1.0,5.333333333333333,0.0,0.0,0.7299999188888979,0.10999998777777913,0.0,0.84,-0.73,67.7
2022-23,26,Bryan Mbeumo,FWD,Brentford,3.0,0,0,0,0,30.3,1,0,6.8,10.4,2023-03-06T20:00:00Z,90,9,0,461504,27.0,2,112018,138307,26289,58,0,0.11,0.84,0.73,1.21,1.0,2.0,0.3333333333333333,0.3333333333333333,80.33333333333333,1.0,5.333333333333333,0.0,0.0,0.7299999188888979,0.10999998777777913,0.0,0.84,-0.73,67.7
2022-23,27,Bryan Mbeumo,FWD,Brentford,6.1,0,0,21,0,43.8,1,0,8.0,21.2,2023-03-11T15:00:00Z,90,8,0,569278,15.0,2,104578,144000,39422,59,0,0.27,0.36,0.09,1.03,1.0,2.0,0.0,0.0,83.33333333333333,0.0,2.0,0.0,0.0,0.08999999000000111,0.26999997000000336,0.0,0.36,-0.09,80.0
2022-23,27,Bryan Mbeumo,FWD,Brentford,6.1,0,0,9,1,36.4,0,0,7.7,16.4,2023-03-15T19:30:00Z,77,17,0,569278,24.0,2,104578,144000,39422,59,0,0.15,0.47,0.32,0.43,1.0,2.0,0.0,0.0,90.0,0.0,2.0,0.0,0.0,0.3740259254511785,0.1753246525552399,0.0,0.47,-0.32,76.8
